hero,slot,ability,behavior,cast_point,damage_type,is_shard,is_scepter,anim_entry,anim_role,anim_instant_target,THREATS_ON_SELF,DISPLACEMENT_AFFORDANCE,ABILITY_TO_THREAT,THREAT_TIMING,THREAT_CATEGORY,THREAT_SEVERITY,LOTUS_WORTHY_INCOMING,ENEMY_CHANNEL_MODIFIERS,THREAT_TETHER_RANGE
elder_titan,6,elder_titan_earth_splitter,DOTA_ABILITY_BEHAVIOR_POINT,0.4 0.4 0.4,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
elder_titan,7,elder_titan_return_spirit,DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_IGNORE_CHANNEL|DOTA_ABILITY_BEHAVIOR_IGNORE_PSEUDO_QUEUE|DOTA_ABILITY_BEHAVIOR_IGNORE_SILENCE|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_UNRESTRICTED,0.0 0.0 0.0 0.0,,,,,,,,,,,,,,,
elder_titan,10,special_bonus_unique_elder_titan_bonus_spirit_speed,,,,,,,,,,,,,,,,,
elder_titan,11,special_bonus_unique_elder_titan_4,,,,,,,,,,,,,,,,,
elder_titan,12,special_bonus_unique_elder_titan_2,,,,,,,,,,,,,,,,,
elder_titan,13,special_bonus_unique_elder_titan_momentum_attack_speed,,,,,,,,,,,,,,,,,
elder_titan,14,special_bonus_unique_elder_titan,,,,,,,,,,,,,,,,,
elder_titan,15,special_bonus_unique_elder_titan_5,,,,,,,,,,,,,,,,,
elder_titan,16,special_bonus_unique_elder_titan_3,,,,,,,,,,,,,,,,,
elder_titan,17,special_bonus_cleave_100,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ember_spirit,1,ember_spirit_searing_chains,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
ember_spirit,2,ember_spirit_sleight_of_fist,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES,0,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
ember_spirit,3,ember_spirit_flame_guard,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
ember_spirit,4,ember_spirit_activate_fire_remnant,DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0.2,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
ember_spirit,5,ember_spirit_immolation,DOTA_ABILITY_BEHAVIOR_INNATE_UI|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
ember_spirit,6,ember_spirit_fire_remnant,DOTA_ABILITY_BEHAVIOR_POINT,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
ember_spirit,10,special_bonus_attack_damage_12,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ember_spirit,11,special_bonus_unique_ember_spirit_1,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ember_spirit,12,special_bonus_unique_ember_spirit_3,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ember_spirit,13,special_bonus_unique_ember_spirit_2,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ember_spirit,14,special_bonus_unique_ember_spirit_6,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ember_spirit,15,special_bonus_unique_ember_spirit_chains_dps,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ember_spirit,16,special_bonus_unique_ember_spirit_4,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ember_spirit,17,special_bonus_unique_ember_spirit_5,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enchantress,1,enchantress_impetus,DOTA_ABILITY_BEHAVIOR_ATTACK|DOTA_ABILITY_BEHAVIOR_AUTOCAST|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.0 0.0 0.0,DAMAGE_TYPE_PURE,,,,,,,,,,,,,,
enchantress,2,enchantress_enchant,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3 0.3 0.3 0.3,,,,,,,,,,,,,,,
enchantress,3,enchantress_natures_attendants,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.3 0.3 0.3 0.3,,,,,,,,,,,,,,,
enchantress,4,enchantress_bunny_hop,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0,,1,,,,,,,,,,,,,
enchantress,5,enchantress_little_friends,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0,,,1,,,,,,,,,,,,
enchantress,6,enchantress_untouchable,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enchantress,7,enchantress_rabblerouser,DOTA_ABILITY_BEHAVIOR_AURA|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_PASSIVE|DOTA_ABILITY_BEHAVIOR_SKIP_FOR_KEYBINDS,0,,,,,,,,,,,,,,,
enchantress,10,special_bonus_unique_enchantress_enchant_armor,,,,,,,,,,,,,,,,,
enchantress,11,special_bonus_unique_enchantress_6,,,,,,,,,,,,,,,,,
enchantress,12,special_bonus_unique_enchantress_enchant_attackspeed,,,,,,,,,,,,,,,,,
enchantress,13,special_bonus_unique_enchantress_5,,,,,,,,,,,,,,,,,
enchantress,14,special_bonus_unique_enchantress_2,,,,,,,,,,,,,,,,,
enchantress,15,special_bonus_unique_enchantress_enchant_health_damage,,,,,,,,,,,,,,,,,
enchantress,16,special_bonus_unique_enchantress_4,,,,,,,,,,,,,,,,,
enchantress,17,special_bonus_unique_enchantress_3,,,,,,,,,,,,,,,,,
enigma,1,enigma_malefice,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3 0.3 0.3 0.3,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,1,1,1,,,
enigma,2,enigma_demonic_conversion,DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_POINT,0.3 0.3 0.3 0.3,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
enigma,3,enigma_midnight_pulse,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_POINT,0.1,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
enigma,4,enigma_event_horizon,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_INNATE_UI|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE|DOTA_ABILITY_BEHAVIOR_SKIP_FOR_KEYBINDS,0,,,,,,,,,,,,,,,
enigma,6,enigma_black_hole,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_CHANNELLED|DOTA_ABILITY_BEHAVIOR_POINT,0.3 0.3 0.3,DAMAGE_TYPE_PURE,,,1,hard_disable,,,,1,1,1,1,,1,
enigma,10,special_bonus_unique_enigma_4,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enigma,11,special_bonus_unique_enigma_6,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enigma,12,special_bonus_hp_250,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enigma,13,special_bonus_unique_enigma_5,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enigma,14,special_bonus_unique_enigma_9,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enigma,15,special_bonus_unique_enigma_3,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enigma,16,special_bonus_unique_enigma_2,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
enigma,17,special_bonus_unique_enigma,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
faceless_void,1,faceless_void_time_walk,DOTA_ABILITY_BEHAVIOR_DIRECTIONAL|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES,0.3,,,,,,,,,1,,,,,,
faceless_void,2,faceless_void_time_dilation,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.1,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
faceless_void,3,faceless_void_time_lock,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
faceless_void,4,faceless_void_time_walk_reverse,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0,,,1,,,,,,,,,,,,
faceless_void,5,faceless_void_distortion_field,DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
faceless_void,6,faceless_void_chronosphere,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_POINT,0.35 0.35 0.35,,,,1,hard_disable,,1,,1,1,1,1,,,
faceless_void,10,special_bonus_unique_faceless_void_6,,,,,,,,,,,,,,,,,
faceless_void,11,special_bonus_unique_faceless_void_7,,,,,,,,,,,,,,,,,
faceless_void,12,special_bonus_unique_faceless_void_3,,,,,,,,,,,,,,,,,
faceless_void,13,special_bonus_unique_faceless_void_8,,,,,,,,,,,,,,,,,
faceless_void,14,special_bonus_unique_faceless_void,,,,,,,,,,,,,,,,,
faceless_void,15,special_bonus_unique_faceless_void_5,,,,,,,,,,,,,,,,,
faceless_void,16,special_bonus_unique_faceless_void_4,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
faceless_void,17,special_bonus_unique_faceless_void_2,,,,,,,,,,,,,,,,,
furion,1,furion_sprout,DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.35,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
furion,2,furion_teleportation,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_NORMAL_WHEN_STOLEN|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES,3 3 3 3,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
furion,3,furion_force_of_nature,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_POINT,0.5 0.5 0.5 0.5,,,,,,,,,,,,,,,
furion,4,furion_curse_of_the_forest,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.2,DAMAGE_TYPE_MAGICAL,1,,,,,,,,,,,,,
furion,5,furion_spirit_of_the_forest,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
furion,6,furion_wrath_of_nature,DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.5 0.5 0.5,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
furion,10,special_bonus_unique_furion_6,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
furion,11,special_bonus_unique_furion_5,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
furion,12,special_bonus_unique_furion_2,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
furion,13,special_bonus_unique_furion_teleportation_barrier,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
furion,14,special_bonus_unique_furion_7,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
furion,15,special_bonus_unique_furion_4,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
furion,16,special_bonus_unique_furion_3,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
furion,17,special_bonus_unique_furion,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
grimstroke,1,grimstroke_dark_artistry,DOTA_ABILITY_BEHAVIOR_ALT_CASTABLE|DOTA_ABILITY_BEHAVIOR_POINT,0.6,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
grimstroke,2,grimstroke_ink_creature,DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,1,1,1,,,
grimstroke,3,grimstroke_spirit_walk,DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.15,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
grimstroke,4,grimstroke_dark_portrait,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0,,,1,,,,,,,,,,,,
grimstroke,6,grimstroke_soul_chain,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.15,,,,1,channel_start,1,1,,1,1,1,1,,,
grimstroke,7,grimstroke_ink_trail,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_PASSIVE|DOTA_ABILITY_BEHAVIOR_SKIP_FOR_KEYBINDS,0,,,,,,,,,,,,,,,
grimstroke,10,special_bonus_unique_grimstroke_8,,,,,,,,,,,,,,,,,
grimstroke,11,special_bonus_unique_grimstroke_7,,,,,,,,,,,,,,,,,
grimstroke,12,special_bonus_unique_grimstroke_soul_chain_reflect_damage,,,,,,,,,,,,,,,,,
grimstroke,13,special_bonus_unique_grimstroke_6,,,,,,,,,,,,,,,,,
grimstroke,14,special_bonus_unique_grimstroke_2,,,,,,,,,,,,,,,,,
grimstroke,15,special_bonus_unique_grimstroke_4,,,,,,,,,,,,,,,,,
grimstroke,16,special_bonus_unique_grimstroke_1,,,,,,,,,,,,,,,,,
grimstroke,17,special_bonus_unique_grimstroke_3,,,,,,,,,,,,,,,,,
gyrocopter,1,gyrocopter_rocket_barrage,DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
gyrocopter,2,gyrocopter_homing_missile,DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,1,1,,1,,1,1,,,
gyrocopter,3,gyrocopter_flak_cannon,DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0 0 0 0,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
gyrocopter,4,gyrocopter_afterburner,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_PASSIVE|DOTA_ABILITY_BEHAVIOR_SKIP_FOR_KEYBINDS,0,,,,,,,,,,,,,,,
gyrocopter,5,gyrocopter_side_gunner_spawn_ability,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,DAMAGE_TYPE_PHYSICAL,,1,,,,,,,,,,,,
gyrocopter,6,gyrocopter_call_down,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0.3 0.3 0.3,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,,,,,,
gyrocopter,10,special_bonus_unique_gyrocopter_homing_missile_damage,,,,,,,,,,,,,,,,,
gyrocopter,11,special_bonus_hp_150,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
gyrocopter,12,special_bonus_unique_gyrocopter_6,,,,,,,,,,,,,,,,,
gyrocopter,13,special_bonus_unique_gyrocopter_flak_cannon_bonus_damage,,,,,,,,,,,,,,,,,
gyrocopter,14,special_bonus_unique_gyrocopter_2,,,,,,,,,,,,,,,,,
gyrocopter,15,special_bonus_unique_gyrocopter_3,,,,,,,,,,,,,,,,,
gyrocopter,16,special_bonus_unique_gyrocopter_1,,,,,,,,,,,,,,,,,
gyrocopter,17,special_bonus_unique_gyrocopter_5,,,,,,,,,,,,,,,,,
hoodwink,1,hoodwink_acorn_shot,DOTA_ABILITY_BEHAVIOR_ALT_CASTABLE|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.2,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
hoodwink,2,hoodwink_bushwhack,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_POINT,0.2,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,1,1,1,,,
hoodwink,3,hoodwink_scurry,DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
hoodwink,4,hoodwink_decoy,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,1,,,,,,,,,,,,
hoodwink,5,hoodwink_hunters_boomerang,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.2,DAMAGE_TYPE_MAGICAL,1,,,,,,,,,,,,,
hoodwink,6,hoodwink_sharpshooter,DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_POINT,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
hoodwink,7,hoodwink_sharpshooter_release,DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
hoodwink,8,hoodwink_mistwoods_wayfarer,DOTA_ABILITY_BEHAVIOR_INNATE_UI|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE|DOTA_ABILITY_BEHAVIOR_SKIP_FOR_KEYBINDS,0,,,,,,,,,,,,,,,
hoodwink,10,special_bonus_unique_hoodwink_bushwhack_damage,,,,,,,,,,,,,,,,,
hoodwink,11,special_bonus_hp_175,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
hoodwink,12,special_bonus_unique_hoodwink_scurry_charges,,,,,,,,,,,,,,,,,
hoodwink,13,special_bonus_agility_10,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
hoodwink,14,special_bonus_unique_hoodwink_sharpshooter_vision,,,,,,,,,,,,,,,,,
hoodwink,15,special_bonus_unique_hoodwink_acorn_shot_bounces,,,,,,,,,,,,,,,,,
hoodwink,16,special_bonus_unique_hoodwink_sharpshooter_damage,,,,,,,,,,,,,,,,,
hoodwink,17,special_bonus_unique_hoodwink_acorn_shot_charges,,,,,,,,,,,,,,,,,
huskar,1,huskar_inner_fire,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.35,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
huskar,2,huskar_burning_spear,DOTA_ABILITY_BEHAVIOR_ATTACK|DOTA_ABILITY_BEHAVIOR_AUTOCAST|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.0 0.0 0.0 0.0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
huskar,3,huskar_berserkers_blood,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
huskar,4,huskar_blood_magic,DOTA_ABILITY_BEHAVIOR_PASSIVE|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_SKIP_FOR_KEYBINDS,0,DAMAGE_TYPE_NONE,,,,,,,,,,,,,,
huskar,6,huskar_life_break,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3 0.3 0.3,DAMAGE_TYPE_MAGICAL,,,1,gap_close,,1,,1,1,1,1,,,
huskar,10,special_bonus_unique_huskar_3,,,,,,,,,,,,,,,,,
huskar,11,special_bonus_unique_huskar_4,,,,,,,,,,,,,,,,,
huskar,12,special_bonus_unique_huskar_2,,,,,,,,,,,,,,,,,
huskar,13,special_bonus_lifesteal_12,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
huskar,14,special_bonus_unique_huskar_6,,,,,,,,,,,,,,,,,
huskar,15,special_bonus_unique_huskar_7,,,,,,,,,,,,,,,,,
huskar,16,special_bonus_unique_huskar_5,,,,,,,,,,,,,,,,,
huskar,17,special_bonus_unique_huskar,,,,,,,,,,,,,,,,,
invoker,1,invoker_quas,DOTA_ABILITY_BEHAVIOR_IGNORE_CHANNEL|DOTA_ABILITY_BEHAVIOR_IGNORE_INVISIBLE|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
invoker,2,invoker_wex,DOTA_ABILITY_BEHAVIOR_IGNORE_CHANNEL|DOTA_ABILITY_BEHAVIOR_IGNORE_INVISIBLE|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
invoker,3,invoker_exort,DOTA_ABILITY_BEHAVIOR_IGNORE_CHANNEL|DOTA_ABILITY_BEHAVIOR_IGNORE_INVISIBLE|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
invoker,4,invoker_empty1,DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
invoker,5,invoker_empty2,DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
invoker,6,invoker_invoke,DOTA_ABILITY_BEHAVIOR_IGNORE_CHANNEL|DOTA_ABILITY_BEHAVIOR_IGNORE_INVISIBLE|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0,,,,,,,,,,,,,,,
invoker,7,invoker_cold_snap,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.05,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
invoker,8,invoker_ghost_walk,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_CHANNEL|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0.05,,,,,,,,,,,,,,,
invoker,9,invoker_tornado,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_OVERSHOOT|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0.05,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
invoker,10,invoker_emp,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0.05,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
invoker,11,invoker_alacrity,DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.05,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
invoker,12,invoker_chaos_meteor,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0.05,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
